bookId,title,author,description,genres,avg_rating,num_ratings
10000,The Face of Another,"Kōbō Abe,E. Dale Saunders","Like an elegantly chilling postscript to,, this classic of postwar Japanese literature describes a bizarre physical transformation that exposes the duplicities of an entire world. The narrator is a scientist hideously deformed in a laboratory accident–a man who has lost his face and, with it, his connection to other people. Even his wife is now repulsed by,Like an elegantly chilling postscript to,, this classic of postwar Japanese literature describes a bizarre physical transformation that exposes the duplicities of an entire world. The narrator is a scientist hideously deformed in a laboratory accident–a man who has lost his face and, with it, his connection to other people. Even his wife is now repulsed by him.,His only entry back into the world is to create a mask so perfect as to be undetectable. But soon he finds that such a mask is more than a disguise: it is an alternate self–a self that is capable of anything. A remorseless meditation on nature, identity and the social contract,,is an intellectual horror story of the highest order.","Fiction, Asian Literature, Japanese Literature, Cultural, Japan, Science Fiction, Classics, Horror, Literature, 20th Century, Novels",3.77,3462
10001,Kangaroo Notebook,Kōbō Abe,"In the last novel written before his death in 1993, one of Japan's most distinguished novelists proffered a surreal vision of Japanese society that manages to be simultaneously fearful and jarringly funny. The narrator of,wakes on morning to discover that his legs are growing radish sprouts, an ailment that repulses his doctor but provides the patient wit,In the last novel written before his death in 1993, one of Japan's most distinguished novelists proffered a surreal vision of Japanese society that manages to be simultaneously fearful and jarringly funny. The narrator of,wakes on morning to discover that his legs are growing radish sprouts, an ailment that repulses his doctor but provides the patient with the unusual ability to snack on himself. In short order, Kobo Abe's unraveling protagonist finds himself hurtling in a hospital bed to the very shores of hell. Abe has assembled a cast of oddities into a coherent novel, one imbued with unexpected meaning. Translated from the Japanese by Maryellen Toman Mori.","Fiction, Asian Literature, Japanese Literature, Cultural, Japan, Fantasy, Literature, Magical Realism, Surreal, Asia, Novels",3.5,1367
10002,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,"Kōbō Abe,Donald Keene","Kobo Abe 1924-1993 was one of Japan's most prominent contemporary writers. Born in Japan but raised in Manchuria, he is perhaps best known for his 1962 novel, The Woman in the Dunes, though he was also a prominent screenwriter, producer and director. Like the works of Beckett and Ionesco, Abe's plays address universal and contemporary concerns, often with an eye for the,Kobo Abe 1924-1993 was one of Japan's most prominent contemporary writers. Born in Japan but raised in Manchuria, he is perhaps best known for his 1962 novel, The Woman in the Dunes, though he was also a prominent screenwriter, producer and director. Like the works of Beckett and Ionesco, Abe's plays address universal and contemporary concerns, often with an eye for the absurd.","Plays, Asian Literature, Japanese Literature, Cultural, Japan, Fiction, Theatre",3.95,100
10003,Friends,"Kōbō Abe,Donald Keane","An absurdist drama about the gradual destruction of the individual. A family enters the apartment of a young man and announces that they will save him from his loneliness by living with him. Slowly, they destroy everything, in the cheerful psychotic name of \brotherly love\.,An absurdist drama about the gradual destruction of the individual. A family enters the apartment of a young man and announces that they will save him from his loneliness by living with him. Slowly, they destroy everything, in the cheerful psychotic name of \brotherly love\.","Plays, Asian Literature, Japanese Literature, Cultural, Japan, Drama, Theatre, Fiction, Literature",3.68,139
10004,Secret Rendezvous,"Kōbō Abe,Juliet Winters Carpenter","From the acclaimed author of,comes,, the bizarrely erotic and comic adventures of a man searching for his missing wife in a mysteriously vast underground hospital.,From the moment that an ambulance appears in the middle of the night to take his wife, who protests that she is perfectly healthy, her bewildered husband realizes that things a,From the acclaimed author of,comes,, the bizarrely erotic and comic adventures of a man searching for his missing wife in a mysteriously vast underground hospital.,From the moment that an ambulance appears in the middle of the night to take his wife, who protests that she is perfectly healthy, her bewildered husband realizes that things are not as they should be. His covert explorations reveal that the enormous hospital she was taken to is home to a network of constant surveillance, outlandish sex experiments, and an array of very odd and even violent characters. Within a few days, though no closer to finding his wife, the unnamed narrator finds himself appointed the hospital’s chief of security, reporting to a man who thinks he’s a horse. With its nightmarish vision of modern medicine and modern life,,is another masterpiece from Japan’s most gifted and original writer of serious fiction.","Fiction, Cultural, Japan, Asian Literature, Japanese Literature, Literature, Horror, Literary Fiction, Classics, Asia, Science Fiction",3.59,1290
10005,Fake Fish: The Theater Of Kobo Abe,Nancy Shields,"Kobo Abe 1924-93 author of \Women in the Dunes\, \The Box Man\, \Inter Ice Age Nine\ and \The Ark Sakura\ led Japanese fiction in a new and original direction. Abe was also active as a playwright and a director, and from 1969 to 1980 he headed his own theatre company, the Abe Studio. In those years he produced and directed many plays, including such seminal works as \Fak,Kobo Abe 1924-93 author of \Women in the Dunes\, \The Box Man\, \Inter Ice Age Nine\ and \The Ark Sakura\ led Japanese fiction in a new and original direction. Abe was also active as a playwright and a director, and from 1969 to 1980 he headed his own theatre company, the Abe Studio. In those years he produced and directed many plays, including such seminal works as \Fake Fish\, \The Ghost is Here\ and \The Little Elephant is Dead\. In addition to performing in Tokyo, Abe's troupe toured the United States and Europe, and his plays have been produced by companies around the world. This work provides the story of the years of Abe's intense theatrical experimentation, of his plays in rehearsal and performance as well as a first-hand account of the shape and drive of his creative energy, the development of his literary career and his thoughts on theatre, literature and life.","Asian Literature, Japanese Literature",4.24,17
10006,Oracle Night,Paul Auster,"The discovery of a mysterious notebook turns a man's life upside-down in this compulsively readable novel by 'one of the great writers of our time'  San Francisco Chronicle .,Several months into his recovery from a near-fatal illness, novelist Sidney Orr enters a stationery shop in Brooklyn and buys a blue notebook. It is September 18, 1982, and for the next nine days Orr,The discovery of a mysterious notebook turns a man's life upside-down in this compulsively readable novel by 'one of the great writers of our time'  San Francisco Chronicle .,Several months into his recovery from a near-fatal illness, novelist Sidney Orr enters a stationery shop in Brooklyn and buys a blue notebook. It is September 18, 1982, and for the next nine days Orr will live under the spell of this blank book, trapped inside a world of eerie premonitions and bewildering events that threaten to destroy his marriage and undermine his faith in reality.,Paul Auster's mesmerizing eleventh novel reads like an old-fashioned ghost story. But there are no ghosts in this book - only flesh-and-blood human beings, wandering through the haunted realms of everyday life. Oracle Night is a narrative tour de force that confirms Auster's reputation as one of the boldest, most original writers at work in America today.","Fiction, Contemporary, Literature, American, Novels, Mystery, Literary Fiction, New York, The United States Of America, Roman",3.79,13899
10007,Die Pest,Albert Camus,"­ «Die Pest», 1947 in Frankreich erschienen, gehört zu den Klassikern der Weltliteratur. Der Roman wurde zumeist als politische Allegorie oder als existentialistische Parabel gelesen. Albert Camus seziert hellsichtig das menschliche Handeln im Angesicht der Katastrophe: Die algerische Stadt Oran wird von einer rätselhaften Erscheinung heimgesucht. Die Ratten kommen aus den,­ «Die Pest», 1947 in Frankreich erschienen, gehört zu den Klassikern der Weltliteratur. Der Roman wurde zumeist als politische Allegorie oder als existentialistische Parabel gelesen. Albert Camus seziert hellsichtig das menschliche Handeln im Angesicht der Katastrophe: Die algerische Stadt Oran wird von einer rätselhaften Erscheinung heimgesucht. Die Ratten kommen aus den Kanälen und verenden auf den Straßen. Kurze Zeit später sterben die ersten Menschen an einem heimtückischen Fieber. Schließlich erkennt man: Die Pest wütet in der Stadt. Erst nach einem scheinbar endlosen Jahr verschwindet die Seuche, und die Überlebenden feiern ihre Erlösung.","Fiction, Classics, Philosophy, Cultural, France, Literature, European Literature, French Literature, Novels, 20th Century, Literary Fiction, Africa",4.01,185214
10008,Eleanor Rigby,Douglas Coupland,"is the story of Liz, a self-described drab, overweight, crabby, and friendless middle-aged woman, and her unlikely reunion with the charming and strange son she gave up for adoption. His arrival changes everything, and sets in motion a rapid-fire plot with all the twists and turns we expect of Coupland. By turns funny and heartbreaking,,is a fas,is the story of Liz, a self-described drab, overweight, crabby, and friendless middle-aged woman, and her unlikely reunion with the charming and strange son she gave up for adoption. His arrival changes everything, and sets in motion a rapid-fire plot with all the twists and turns we expect of Coupland. By turns funny and heartbreaking,,is a fast-paced read and a haunting exploration of the ways in which loneliness affects us all.","Fiction, Cultural, Canada, Contemporary, Novels, Literature, Literary Fiction, Adult Fiction, Canadian Literature, Humor, Drama",3.66,9705
10009,Homo Faber,"Max Frisch,Michael Bullock",Walter Faber is an emotionally detached engineer forced by a string of coincidences to embark on a journey through his past.,"Classics, Fiction, European Literature, German Literature, Academic, School, Literature, Novels, Roman, 20th Century, Read For School, Cultural, Germany",3.75,18699
10011,Das Frauenbild In Den Romanen Stiller Und Homo Faber Von Max Frisch Im Lichte Der Analytischen Psychologie C.G. Jungs,Chieh Chien,"Das Anliegen dieser Untersuchung besteht weniger darin, die Psychologie der Frau im Werk Max Frischs zu veranschaulichen - weil vollstandige Eigenschaften als Person, psychische Entwicklung und psychischer Hintergrund der weiblichen Geschopfe dort fehlen -, als vielmehr die Psychologie des Mannes zu zeigen und darzustellen, wie Frisch und auch Jung das andere Geschlecht be,Das Anliegen dieser Untersuchung besteht weniger darin, die Psychologie der Frau im Werk Max Frischs zu veranschaulichen - weil vollstandige Eigenschaften als Person, psychische Entwicklung und psychischer Hintergrund der weiblichen Geschopfe dort fehlen -, als vielmehr die Psychologie des Mannes zu zeigen und darzustellen, wie Frisch und auch Jung das andere Geschlecht betrachten, erfahren, erkennen und analysieren. Im Laufe der Analyse wird die These entwickelt und vertreten, dass die zentrale Problematik der Frischschen Helden gerade in ihrem Nicht-Differenzieren-Konnen zwischen den in der mannlichen Psyche wichtigsten weiblichen Archetypen sowie in dem Lernprozess der Aus-Differenzierung dieser Archetypen liegt. Die Konfrontation und Integration dieser archetypischen Inhalte werden sich fur die Psyche Frischs und die der Protagonisten als bedeutsam erweisen, weil sie Frischs Bild der Frau sowie das Frauenbild seiner Helden bestimmen und die Grundlage aller Anderungsmoglichkeiten ihres Beziehungsmodells bilden.\",Uncategorized,4.0,1
10017,Homo faber,Max Frisch,"Max Frischs Homo faber ist eines der wichtigsten und meistgelesenen Bücher des 20. Jahrhunderts: Der Ingenieur Walter Faber glaubt an sein rationales Weltbild, das aber durch eine ›Liebesgeschichte‹ nachhaltig zerbricht.","Classics, Fiction, European Literature, German Literature, Academic, School, Literature, Novels, Roman, 20th Century, Read For School, Cultural, Germany",3.75,18699
10018,Homo faber: Ein Bericht,Max Frisch,"Max Frischs Homo faber ist eines der wichtigsten und meistgelesenen Bücher des 20. Jahrhunderts: Der Ingenieur Walter Faber glaubt an sein rationales Weltbild, das aber durch eine ›Liebesgeschichte‹ nachhaltig zerbricht.","Classics, Fiction, European Literature, German Literature, Academic, School, Literature, Novels, Roman, 20th Century, Read For School, Cultural, Germany",3.75,18699
10022,Homo Faber,"Max Frisch,Michael Bullock",Walter Faber is an emotionally detached engineer forced by a string of coincidences to embark on a journey through his past.,"Classics, Fiction, European Literature, German Literature, Academic, School, Literature, Novels, Roman, 20th Century, Read For School, Cultural, Germany",3.75,18699
10023,Homo faber: Ein Bericht.,Max Frisch,"Max Frischs Homo faber ist eines der wichtigsten und meistgelesenen Bücher des 20. Jahrhunderts: Der Ingenieur Walter Faber glaubt an sein rationales Weltbild, das aber durch eine ›Liebesgeschichte‹ nachhaltig zerbricht.","Classics, Fiction, European Literature, German Literature, Academic, School, Literature, Novels, Roman, 20th Century, Read For School, Cultural, Germany",3.75,18699
10024,"Der Leser Im Dilemma: Die Leserrolle in Max Frischs Romanen -Stiller-, -Homo Faber- Und -Mein Name SEI Gantenbein-",Richard Egger,"Seit die Literaturwissenschaft ihre Aufmerksamkeit auf Phanomene der Rezeption richtet, stehen die Prozesse, die sich bei der Lekture eines fiktionalen Textes im Leserbewusstsein abspielen, im Zentrum des Interesses. Ihnen geht die vorliegende Arbeit am Beispiel von Max Frischs Romanen -Stiller-, -Homo faber- und -Mein Name sei Gantenbein- nach. Dabei wird die Text-Leser-B,Seit die Literaturwissenschaft ihre Aufmerksamkeit auf Phanomene der Rezeption richtet, stehen die Prozesse, die sich bei der Lekture eines fiktionalen Textes im Leserbewusstsein abspielen, im Zentrum des Interesses. Ihnen geht die vorliegende Arbeit am Beispiel von Max Frischs Romanen -Stiller-, -Homo faber- und -Mein Name sei Gantenbein- nach. Dabei wird die Text-Leser-Beziehung, im Gegensatz zu zahlreichen Untersuchungen der Rezeptionsforschung, nicht uber reale Leser ergrundet, sondern durch die im Text vorgezeichnete Leserrolle. Die wirkungsasthetische Analyse deckt in den drei Romanen eine gemeinsame raffinierte Grundstrategie auf: Indem sie den Leser gezielt in ein Dilemma treiben, verstricken sie ihn mit sanfter Gewalt in die Lekture. Der Untersuchung erschliesst sich so nicht nur die spezifische Wirkstruktur dreier Texte, deren breite Resonanz - bei der Literaturwissenschaft wie beim Leserpublikum - seit ihrem Erscheinen ungebrochen anhalt; die Studie vermittelt daruber hinaus auch prinzipielle Einsichten in die Wirkungsweise von Literatur.\",Uncategorized,0.0,0
10026,Das Ekel Von Rahnsdorf. Und Andere Mordfälle Aus Der Ddr,Hans Girod,"Hier liegt das spannende Buch eines erfahrenen Praktikers, eines Kenners der Morde in der DDR vor ,die laut politischer Argumentation zu den aussterbenden Verbrechen im Sozialismus gehörten. In akribisch recherchierten Berichten über Mordfälle zeigt Girod jedoch, daß auch hier Habgier, Triebhaftgkeit oder Eifersucht Motive für Gewalttaten waren, von denen die Öffentlichkei,Hier liegt das spannende Buch eines erfahrenen Praktikers, eines Kenners der Morde in der DDR vor ,die laut politischer Argumentation zu den aussterbenden Verbrechen im Sozialismus gehörten. In akribisch recherchierten Berichten über Mordfälle zeigt Girod jedoch, daß auch hier Habgier, Triebhaftgkeit oder Eifersucht Motive für Gewalttaten waren, von denen die Öffentlichkeit wenig erfuhr. Die Berichte gewähren Einblick in die kriminalistische Ermittlungsarbeit und ihre oft verblüffenden Besonderheiten, gibt Auskunft über den Alltag der Kriminalisten.",Uncategorized,3.83,6
10027,Das Ekel aus Säffle,"Maj Sjöwall,Per Wahlöö","Mord ist nichts Neues für die Angehörigen der Stockholmer Kriminalpolizei, aber dieser hier überbietet alles, was sie bisher an Schaurigem gesehen haben. Der unbekannte Täter hat in blinder Wut auf den Polizeibeamten eingestochen, mit einem Seitengewehr, das er dann achtlos weggeworfen hat ...,Hat es Komissar Beck mit einem Wahnsinnigen zu tun, mit einem geistesgestörten Mö,Mord ist nichts Neues für die Angehörigen der Stockholmer Kriminalpolizei, aber dieser hier überbietet alles, was sie bisher an Schaurigem gesehen haben. Der unbekannte Täter hat in blinder Wut auf den Polizeibeamten eingestochen, mit einem Seitengewehr, das er dann achtlos weggeworfen hat ...,Hat es Komissar Beck mit einem Wahnsinnigen zu tun, mit einem geistesgestörten Mörder?","Mystery, Crime, Fiction, European Literature, Scandinavian Literature, Detective, Cultural, Sweden, Scandinavian Lite..., Nordic Noir, Thriller, Mystery Thriller, Swedish Literature",4.03,4169
10028,"Das Phänomen Des \""Ekels Vor Dem Leben\"" Bei Pierre Teilhard De Chardin",Peter Modler,"Das Bild von Pierre Teilhard de Chardin als dem grossen Versohner von Theologie und Naturwissenschaften mit einer optimistischen Vision ist nicht vollstandig. Die dunkle Seite seines Glaubens hat in dieses Teilhard-Bild kaum Eingang gefunden. Die vorliegende Studie folgt der Auseinandersetzung Teilhards mit dem -Ekel vor dem Leben- und weist nach, dass dieses Problem fur i,Das Bild von Pierre Teilhard de Chardin als dem grossen Versohner von Theologie und Naturwissenschaften mit einer optimistischen Vision ist nicht vollstandig. Die dunkle Seite seines Glaubens hat in dieses Teilhard-Bild kaum Eingang gefunden. Die vorliegende Studie folgt der Auseinandersetzung Teilhards mit dem -Ekel vor dem Leben- und weist nach, dass dieses Problem fur ihn immer wichtiger wurde. Zum existentiellen -degout- muss es nach Teilhard kommen, wenn sich die Welt auf einen -totalen Tod- zubewegt - ein sehr aktuelles Thema gerade im Hinblick auf drohende okologische Katastrophen. Zur Rechtfertigung christlicher Hoffnung heute leistet Teilhard einen wesentlichen Beitrag.\",Uncategorized,0.0,0
10029,The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,"This unique selection presents the essential elements of Sartre's lifework -- organized systematically and made available in one volume for the first time in any language.,This unique selection presents the essential elements of Sartre's lifework -- organized systematically and made available in one volume for the first time in any language.","Philosophy, Nonfiction",3.9,257
10030,Basic Writings,"Jean-Paul Sartre,Stephen Priest","Jean-Paul Sartre is one of the most famous philosophers of the twentieth century. The principle founder of existentialism, a political thinker and famous novelist and dramatist, his work has exerted enormous influence in philosophy, literature, politics and cultural studies.,Jean-Paul Sartre: Basic Writings is the first collection of Sartre's key philosophical writings and,Jean-Paul Sartre is one of the most famous philosophers of the twentieth century. The principle founder of existentialism, a political thinker and famous novelist and dramatist, his work has exerted enormous influence in philosophy, literature, politics and cultural studies.,Jean-Paul Sartre: Basic Writings is the first collection of Sartre's key philosophical writings and provides an indispensable resource for all students and readers of his work. Stephen Priest's clear and helpful introductions set each reading in context, making the volume an ideal companion to those coming to Sartre's writings for the first time.","Philosophy, Nonfiction, Cultural, France, Psychology, Literature",3.9,103
10031,The Wall,Jean-Paul Sartre,"'The Wall', the lead story in this collection, introduces three political prisoners on the night prior to their execution. Through the gaze of an impartial doctor--seemingly there for the men's solace--their mental descent is charted in exquisite, often harrowing detail. And as the morning draws inexorably closer, the men cross the psychological wall between life and death,'The Wall', the lead story in this collection, introduces three political prisoners on the night prior to their execution. Through the gaze of an impartial doctor--seemingly there for the men's solace--their mental descent is charted in exquisite, often harrowing detail. And as the morning draws inexorably closer, the men cross the psychological wall between life and death, long before the first shot rings out.,This brilliant snapshot of life in anguish is the perfect introduction to a collection of stories where the neurosis of the modern world is mirrored in the lives of the people that inhabit it.","Philosophy, Fiction, Short Stories, Classics, Cultural, France, European Literature, French Literature, Literature, Novels, Psychology, 20th Century",4.08,21207
10032,Essays in Existentialism,"Jean-Paul Sartre,Wade Baskin","A splendid introduction to the philosophy of existentialism.,In,Jean-Paul Sartre 1905-1980, the leading French exponent of existential philosophy, wrote a book that open many doors to the mind. Sartre challenged his readers to think beyond the meaning of their everyday thoughts and beliefs. His essays on nothingness, on the emotions, and on the i,A splendid introduction to the philosophy of existentialism.,In,Jean-Paul Sartre 1905-1980, the leading French exponent of existential philosophy, wrote a book that open many doors to the mind. Sartre challenged his readers to think beyond the meaning of their everyday thoughts and beliefs. His essays on nothingness, on the emotions, and on the image—including “The Problem of Nothingness,” “The Role of the Image in Mental Life,” and “Essays in Aesthetics”—contain the essentials of his metaphysical speculations.,An introductory essay by Professor Jean Wahl clarifies the origins of Sartre’s humanistic, religious, and aesthetic ideas.,challanges and encourages us to alter how we think about the choices that we make: to live “authentically” we must be concious of our freedom to choose and concerned with the effect our choice will have on all others. It is an essential text for any student of philosophy.","Philosophy, Nonfiction, Writing, Essays, Cultural, France, Literature, Classics",4.05,963
10033,Being and Nothingness,"Jean-Paul Sartre,Hazel E. Barnes,Mary Warnock,Richard Eyre","is without doubt one of the most significant philosophical books of the 20th century. The central work by one of the century's most influential thinkers, it altered the course of western philosophy. Its revolutionary approach challenged all previous assumptions about the individual's relationship with the world. Known as 'the Bible of existentialism', i,is without doubt one of the most significant philosophical books of the 20th century. The central work by one of the century's most influential thinkers, it altered the course of western philosophy. Its revolutionary approach challenged all previous assumptions about the individual's relationship with the world. Known as 'the Bible of existentialism', its impact on culture & literature was immediate & was felt worldwide, from the absurdist drama of Samuel Beckett to the soul-searching cries of the Beat poets.,is one of those rare books whose influence has affected the mindset of subsequent generations. Seventy years after its 1st publication, its message remains as potent as ever--challenging readers to confront the fundamental dilemmas of human freedom, choice, responsibility & action.","Philosophy, Nonfiction, Classics, Cultural, France, Psychology, European Literature, French Literature, Unfinished, Theory, Literature, 20th Century",3.97,26792
10034,The Age of Reason,Jean-Paul Sartre,"Set in France during the days immediately before World War II, this is the story of Mathieu, a French professor of philosophy obsessed with the idea of freedom. Translated from the French by Eric Sutton.","Philosophy, Fiction, Classics, Cultural, France, Literature, European Literature, French Literature, Novels, 20th Century, Nobel Prize, Unfinished",3.98,12544
10035,The Transcendence of the Ego: An Existentialist Theory of Consciousness,"Jean-Paul Sartre,Forrest Williams,Robert Kirkpatrick","First published in France in 1937, this important essay marked a turning point in Sartre's philosophical development. Before writing it, he had been closely allied with phenomenologists such as Husserl and Heidegger. Here, however, Sartre attacked Husserl's notion of a transcendental ego. The break with Husserl, in turn, facilitated Sartre's transition from phenomenology t,First published in France in 1937, this important essay marked a turning point in Sartre's philosophical development. Before writing it, he had been closely allied with phenomenologists such as Husserl and Heidegger. Here, however, Sartre attacked Husserl's notion of a transcendental ego. The break with Husserl, in turn, facilitated Sartre's transition from phenomenology to the existentialist doctrines of his masterwork,,, which was completed a few years later while the author was a prisoner of war.,This student-friendly edition of,also includes an introduction and notes/annotations by the translators.","Philosophy, Nonfiction, Psychology, Cultural, France, European Literature, French Literature, Theory, Academic, School, Writing, Essays",3.82,844
10037,No Exit and Three Other Plays,"Jean-Paul Sartre,Stuart Gilbert,Lionel Abel","In these four plays, Jean-Paul Sartre, the great existentialist novelist and philosopher, displays his mastery of drama. NO EXIT is an unforgettable portrayal of hell. THE FLIES is a modern reworking of the Electra-Orestes story. DIRTY HANDS is about a young intellectual torn between theory and praxis. THE RESPECTFUL PROSTITUTE is an attack on American racism.","Plays, Philosophy, Drama, Fiction, Classics, Cultural, France, Theatre, Literature, European Literature, French Literature, Academic, School",4.11,26388
10039,Die Geschichte von Herrn Sommer,Patrick Süskind,"Herr Sommer läuft stumm, im Tempo eines Gehetzten, mit seinem leeren Rucksack und dem langen, merkwürdigen Spazierstock von Dorf zu Dorf, geistert durch die Landschaft und durch die Tag- und Alpträume eines kleinen Jungen. Erst als der kleine Junge schon nicht mehr auf Bäume klettert, entschwindet der geheimnisvolle Herr Sommer.","Fiction, European Literature, German Literature, Cultural, Germany, Literature, Contemporary, Novels, Classics, Novella, Short Stories, Young Adult",3.84,4631
10040,Die Entdeckung der Langsamkeit,Sten Nadolny,"\,\ ist auf den ersten Blick zugleich ein Seefahrerroman, ein Roman über das Abenteuer und die Sehnsucht danach und ein Entwicklungsroman. Doch hat Sten Nadolny die Biographie des englischen Seefahrers und Nordpolforschers John Franklin 1786-1847 zu einer subtilen Studie über die Zeit umgeschrieben: die Langsamkeit als eine Kunst, dem Rhythmu,\,\ ist auf den ersten Blick zugleich ein Seefahrerroman, ein Roman über das Abenteuer und die Sehnsucht danach und ein Entwicklungsroman. Doch hat Sten Nadolny die Biographie des englischen Seefahrers und Nordpolforschers John Franklin 1786-1847 zu einer subtilen Studie über die Zeit umgeschrieben: die Langsamkeit als eine Kunst, dem Rhythmus des Lebens Sinn zu verleihen. Wie bei einem Palimpsest erscheint hinter den Sätzen eine andere Schrift, hinter der Prägnanz und Redlichkeit der Aufklärung verbergen sich Humor und Traurigkeit der Romantik.,Von Kindheit an träumt John Franklin davon, zur See zu fahren, obwohl er dafür denkbar ungeeignet ist: Langsam im Sprechen und Denken, langsam in seinen Reaktionen mißt er die Zeit nach eigenen Maßstäben. Zunächst erkennt nur sein Lehrer, daß Johns eigenartige Behinderung auch Vorzüge hat - was er einmal erfaßt hat, das behält er, das Einzigartige, das Detail begreift er besser als andere. John Franklin geht zur Marine, erlebt den Krieg und das Sterben. Beides trifft ihn um so furchtbarer, als er innerhalb des von ihm kaum begriffenen, chaotisch schnellen Geschehens einzelne Vorgänge wie in Zeitlupe ablaufen sieht. Er träumt von friedlicher Entdeckung, will die legendäre Nordwestpassage finden.","Fiction, Historical, Historical Fiction, European Literature, German Literature, Novels, Travel, Contemporary, Philosophy, Roman, Classics",3.96,2758
10045,Der Schimmelreiter,Theodor Storm,"Der Schimmelreiter ist viel mehr als ein klassisches Stück deutscher Literatur - auf knappsten Raum nutzt er eine Gespenstergeschichte, um vom Kampf des Menschen gegen die Natur und gegen den Menschen zu erzählen. Hauke Haiens Versuch, dem Meer neue Grenzen zu ziehen, führt in einen Abgrund, dessen Ausdeutung den Leser verschlingt wie die Sturmflut das neugewonnene Land.","Classics, European Literature, German Literature, Fiction, Academic, School, Cultural, Germany, Literature, 19th Century, Read For School, Short Stories, Novels",3.43,5981
10046,Der Schimmelreiter,Theodor Storm,"Der Schimmelreiter ist viel mehr als ein klassisches Stück deutscher Literatur - auf knappsten Raum nutzt er eine Gespenstergeschichte, um vom Kampf des Menschen gegen die Natur und gegen den Menschen zu erzählen. Hauke Haiens Versuch, dem Meer neue Grenzen zu ziehen, führt in einen Abgrund, dessen Ausdeutung den Leser verschlingt wie die Sturmflut das neugewonnene Land.","Classics, European Literature, German Literature, Fiction, Academic, School, Cultural, Germany, Literature, 19th Century, Read For School, Short Stories, Novels",3.43,5981
10048,Der Schimmelreiter,Theodor Storm,"Der Schimmelreiter ist viel mehr als ein klassisches Stück deutscher Literatur - auf knappsten Raum nutzt er eine Gespenstergeschichte, um vom Kampf des Menschen gegen die Natur und gegen den Menschen zu erzählen. Hauke Haiens Versuch, dem Meer neue Grenzen zu ziehen, führt in einen Abgrund, dessen Ausdeutung den Leser verschlingt wie die Sturmflut das neugewonnene Land.","Classics, European Literature, German Literature, Fiction, Academic, School, Cultural, Germany, Literature, 19th Century, Read For School, Short Stories, Novels",3.43,5981
10049,Die Stadt der Blinden,"José Saramago,Ray-Güde Mertin","In einer unbekannten Stadt in einem unbekannten Land wird ein Mann, der in seinem Auto sitzt und darauf wartet, daß die Ampel auf Grün schaltet, plötzlich mit Blindheit geschlagen. Aber anstatt in Dunkelheit gestürzt zu werden, sieht dieser Mann plötzlich alles weiß, als ob er \in einem Nebel gefangen oder in einen milchigen See gefallen wäre\. Ein barmherziger Samariter b,In einer unbekannten Stadt in einem unbekannten Land wird ein Mann, der in seinem Auto sitzt und darauf wartet, daß die Ampel auf Grün schaltet, plötzlich mit Blindheit geschlagen. Aber anstatt in Dunkelheit gestürzt zu werden, sieht dieser Mann plötzlich alles weiß, als ob er \in einem Nebel gefangen oder in einen milchigen See gefallen wäre\. Ein barmherziger Samariter bietet an, ihn nach Hause zu fahren um ihm danach das Auto zu stehlen; seine Frau bringt ihn mit dem Taxi in eine nahegelegene Augenklinik, wo er an den anderen Patienten vorbei in das Behandlungszimmer gebracht wird. Innerhalb eines Tages sind die Frau des Mannes, der Taxifahrer, der Arzt und seine Patienten und der Autodieb allesamt Opfer dieser Blindheit geworden. Als die Epidemie sich ausbreitet, gerät die Regierung in Panik und beginnt, die Opfer in einer leerstehenden Nervenheilanstalt unter Quarantäne zu stellen. Dort werden sie von Soldaten bewacht, die den Befehl haben, jeden, der zu fliehen versucht, zu erschießen.","Fiction, Science Fiction, Dystopia, Classics, Novels, Literature, Cultural, Portugal, Horror, European Literature, Portuguese Literature, Contemporary",4.14,213793
10050,Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,"is the journals of Nick Twisp, California's most precocious diarist, whose ongoing struggles to make sense out of high school, deal with his divorced parents, and lose his virginity result in his transformation from an unassuming fourteen-year-old to a modern youth in open revolt.,As his family s,is the journals of Nick Twisp, California's most precocious diarist, whose ongoing struggles to make sense out of high school, deal with his divorced parents, and lose his virginity result in his transformation from an unassuming fourteen-year-old to a modern youth in open revolt.,As his family splinters, worlds collide, and the police block all routes out of town, Nick must cope with economic deprivation, homelessness, the gulag of the public schools, a competitive Type-A father, murderous canines in triplicate, and an inconvenient hair trigger on his erectile response—all while vying ardently for the affections of the beauteous Sheeni Saunders, teenage goddess and ultimate intellectual goad.","Fiction, Young Adult, Humor, Coming Of Age, Comedy, Contemporary, Teen, Novels, Romance, Adult",4.02,9275
10052,Generations in Conflict: Youth Revolt and Generation Formation in Germany 1770-1968,Mark Roseman,"This is the first English-language collection of essays on modern German history with a generational theme. It analyzes the origins and impact of generation conflict from the eighteenth century to the 1960s student revolts. It adds to our understanding of generations as historical phenomena and elucidates why so often in modern German history generation conflict has oversh,This is the first English-language collection of essays on modern German history with a generational theme. It analyzes the origins and impact of generation conflict from the eighteenth century to the 1960s student revolts. It adds to our understanding of generations as historical phenomena and elucidates why so often in modern German history generation conflict has overshadowed class conflict. It addresses the generational roots of National Socialism, and pays particular attention to gender and the development of East German society.",Uncategorized,4.0,2
